Misspelt             Predicted            Correct              Match
wao                  fu                   wow                  N      
wao                  fv                   wow                  N      
wao                  fw                   wow                  N      
wao                  fx                   wow                  N      
wao                  fy                   wow                  N      
wao                  fz                   wow                  N      
wao                  g                    wow                  N      
wao                  ga                   wow                  N      
wao                  gao                  wow                  N      
wao                  gb                   wow                  N      
wao                  gd                   wow                  N      
wao                  ge                   wow                  N      
wao                  gi                   wow                  N      
wao                  gl                   wow                  N      
wao                  gm                   wow                  N      
wao                  gn                   wow                  N      
wao                  go                   wow                  N      
wao                  gp                   wow                  N      
wao                  gr                   wow                  N      
wao                  gs                   wow                  N      
wao                  gt                   wow                  N      
wao                  gu                   wow                  N      
wao                  gv                   wow                  N      
wao                  gw                   wow                  N      
wao                  h                    wow                  N      
wao                  ha                   wow                  N      
wao                  hao                  wow                  N      
wao                  hb                   wow                  N      
wao                  hd                   wow                  N      
wao                  he                   wow                  N      
wao                  hf                   wow                  N      
wao                  hg                   wow                  N      
wao                  hi                   wow                  N      
wao                  hl                   wow                  N      
wao                  hm                   wow                  N      
wao                  ho                   wow                  N      
wao                  hp                   wow                  N      
wao                  hq                   wow                  N      
wao                  hr                   wow                  N      
wao                  hs                   wow                  N      
wao                  ht                   wow                  N      
wao                  hu                   wow                  N      
wao                  hv                   wow                  N      
wao                  hw                   wow                  N      
wao                  hy                   wow                  N      
wao                  hz                   wow                  N      
wao                  i                    wow                  N      
wao                  ia                   wow                  N      
wao                  iao                  wow                  N      
wao                  ib                   wow                  N      
wao                  ic                   wow                  N      
wao                  id                   wow                  N      
wao                  ie                   wow                  N      
wao                  if                   wow                  N      
wao                  ii                   wow                  N      
wao                  ik                   wow                  N      
wao                  il                   wow                  N      
wao                  im                   wow                  N      
wao                  in                   wow                  N      
wao                  io                   wow                  N      
wao                  ip                   wow                  N      
wao                  iq                   wow                  N      
wao                  ir                   wow                  N      
wao                  is                   wow                  N      
wao                  it                   wow                  N      
wao                  iu                   wow                  N      
wao                  iv                   wow                  N      
wao                  iw                   wow                  N      
wao                  ix                   wow                  N      
wao                  j                    wow                  N      
wao                  ja                   wow                  N      
wao                  jg                   wow                  N      
wao                  ji                   wow                  N      
wao                  jo                   wow                  N      
wao                  jr                   wow                  N      
wao                  js                   wow                  N      
wao                  jt                   wow                  N      
wao                  ju                   wow                  N      
wao                  k                    wow                  N      
wao                  ka                   wow                  N      
wao                  kb                   wow                  N      
wao                  kc                   wow                  N      
wao                  kg                   wow                  N      
wao                  ki                   wow                  N      
wao                  kl                   wow                  N      
wao                  km                   wow                  N      
wao                  kn                   wow                  N      
wao                  ko                   wow                  N      
wao                  kr                   wow                  N      
wao                  ks                   wow                  N      
wao                  kt                   wow                  N      
wao                  ku                   wow                  N      
wao                  kv                   wow                  N      
wao                  kw                   wow                  N      
wao                  ky                   wow                  N      
wao                  l                    wow                  N      
wao                  la                   wow                  N      
wao                  lao                  wow                  N      
wao                  lb                   wow                  N      
wao                  lc                   wow                  N      
wao                  ld                   wow                  N      
wao                  le                   wow                  N      
wao                  lf                   wow                  N      
wao                  lg                   wow                  N      
wao                  lh                   wow                  N      
wao                  li                   wow                  N      
wao                  ll                   wow                  N      
wao                  lm                   wow                  N      
wao                  ln                   wow                  N      
wao                  lo                   wow                  N      
wao                  lp                   wow                  N      
wao                  lr                   wow                  N      
wao                  ls                   wow                  N      
wao                  lt                   wow                  N      
wao                  lu                   wow                  N      
wao                  lv                   wow                  N      
wao                  lx                   wow                  N      
wao                  ly                   wow                  N      
wao                  m                    wow                  N      
wao                  ma                   wow                  N      
wao                  mao                  wow                  N      
wao                  mb                   wow                  N      
wao                  mc                   wow                  N      
wao                  md                   wow                  N      
wao                  me                   wow                  N      
wao                  mf                   wow                  N      
wao                  mg                   wow                  N      
wao                  mh                   wow                  N      
wao                  mi                   wow                  N      
wao                  mk                   wow                  N      
wao                  ml                   wow                  N      
wao                  mm                   wow                  N      
wao                  mn                   wow                  N      
wao                  mo                   wow                  N      
wao                  mp                   wow                  N      
wao                  mr                   wow                  N      
wao                  ms                   wow                  N      
wao                  mt                   wow                  N      
wao                  mu                   wow                  N      
wao                  mv                   wow                  N      
wao                  mw                   wow                  N      
wao                  my                   wow                  N      
wao                  n                    wow                  N      
wao                  na                   wow                  N      
wao                  nb                   wow                  N      
wao                  nd                   wow                  N      
wao                  ne                   wow                  N      
wao                  ng                   wow                  N      
wao                  ni                   wow                  N      
wao                  nj                   wow                  N      
wao                  nl                   wow                  N      
wao                  nm                   wow                  N      
wao                  no                   wow                  N      
wao                  np                   wow                  N      
wao                  nr                   wow                  N      
wao                  ns                   wow                  N      
wao                  nt                   wow                  N      
wao                  nu                   wow                  N      
wao                  nv                   wow                  N      
wao                  nw                   wow                  N      
wao                  ny                   wow                  N      
wao                  nz                   wow                  N      
wao                  o                    wow                  N      
wao                  ob                   wow                  N      
wao                  oc                   wow                  N      
wao                  od                   wow                  N      
wao                  oe                   wow                  N      
wao                  of                   wow                  N      
wao                  og                   wow                  N      
wao                  oh                   wow                  N      
wao                  oj                   wow                  N      
wao                  ok                   wow                  N      
wao                  ol                   wow                  N      
wao                  om                   wow                  N      
wao                  on                   wow                  N      
wao                  op                   wow                  N      
wao                  or                   wow                  N      
wao                  os                   wow                  N      
wao                  ot                   wow                  N      
wao                  ow                   wow                  N      
wao                  ox                   wow                  N      
wao                  oy                   wow                  N      
wao                  oz                   wow                  N      
wao                  p                    wow                  N      
wao                  pa                   wow                  N      
wao                  pao                  wow                  N      
wao                  pb                   wow                  N      
wao                  pc                   wow                  N      
wao                  pd                   wow                  N      
wao                  pe                   wow                  N      
wao                  pf                   wow                  N      
wao                  pg                   wow                  N      
wao                  ph                   wow                  N      
wao                  pi                   wow                  N      
wao                  pk                   wow                  N      
wao                  pl                   wow                  N      
wao                  pm                   wow                  N      
wao                  po                   wow                  N      
wao                  pp                   wow                  N      
wao                  pq                   wow                  N      
wao                  pr                   wow                  N      
wao                  ps                   wow                  N      
wao                  pt                   wow                  N      
wao                  pu                   wow                  N      
wao                  pw                   wow                  N      
wao                  px                   wow                  N      
wao                  q                    wow                  N      
wao                  qa                   wow                  N      
wao                  qc                   wow                  N      
wao                  qe                   wow                  N      
wao                  qh                   wow                  N      
wao                  qi                   wow                  N      
wao                  ql                   wow                  N      
wao                  qm                   wow                  N      
wao                  qn                   wow                  N      
wao                  qp                   wow                  N      
wao                  qr                   wow                  N      
wao                  qs                   wow                  N      
wao                  qt                   wow                  N      
wao                  qu                   wow                  N      
wao                  qv                   wow                  N      
wao                  qy                   wow                  N      
wao                  r                    wow                  N      
wao                  ra                   wow                  N      
wao                  rao                  wow                  N      
wao                  rb                   wow                  N      
wao                  rc                   wow                  N      
wao                  rd                   wow                  N      
wao                  re                   wow                  N      
wao                  rf                   wow                  N      
wao                  rg                   wow                  N      
wao                  rh                   wow                  N      
wao                  rm                   wow                  N      
wao                  rn                   wow                  N      
wao                  ro                   wow                  N      
wao                  rp                   wow                  N      
wao                  rs                   wow                  N      
wao                  rt                   wow                  N      
wao                  ru                   wow                  N      
wao                  rv                   wow                  N      
wao                  s                    wow                  N      
wao                  sa                   wow                  N      
wao                  sao                  wow                  N      
wao                  sb                   wow                  N      
wao                  sc                   wow                  N      
wao                  sd                   wow                  N      
wao                  se                   wow                  N      
wao                  sf                   wow                  N      
wao                  sg                   wow                  N      
wao                  sh                   wow                  N      
wao                  si                   wow                  N      
wao                  sk                   wow                  N      
wao                  sl                   wow                  N      
wao                  sm                   wow                  N      
wao                  sn                   wow                  N      
wao                  so                   wow                  N      
wao                  sp                   wow                  N      
wao                  sq                   wow                  N      
wao                  sr                   wow                  N      
wao                  ss                   wow                  N      
wao                  st                   wow                  N      
wao                  su                   wow                  N      
wao                  sv                   wow                  N      
wao                  sw                   wow                  N      
wao                  t                    wow                  N      
wao                  ta                   wow                  N      
wao                  tao                  wow                  N      
wao                  tb                   wow                  N      
wao                  tc                   wow                  N      
wao                  td                   wow                  N      
wao                  te                   wow                  N      
wao                  tg                   wow                  N      
wao                  th                   wow                  N      
wao                  ti                   wow                  N      
wao                  tk                   wow                  N      
wao                  tm                   wow                  N      
wao                  tn                   wow                  N      
wao                  to                   wow                  N      
wao                  tp                   wow                  N      
wao                  tr                   wow                  N      
wao                  ts                   wow                  N      
wao                  tu                   wow                  N      
wao                  tv                   wow                  N      
wao                  tx                   wow                  N      
wao                  ty                   wow                  N      
wao                  u                    wow                  N      
wao                  uc                   wow                  N      
wao                  ud                   wow                  N      
wao                  ug                   wow                  N      
wao                  uh                   wow                  N      
wao                  ui                   wow                  N      
wao                  uk                   wow                  N      
wao                  ul                   wow                  N      
wao                  um                   wow                  N      
wao                  un                   wow                  N      
wao                  up                   wow                  N      
wao                  ur                   wow                  N      
wao                  us                   wow                  N      
wao                  ut                   wow                  N      
wao                  uv                   wow                  N      
wao                  ux                   wow                  N      
wao                  v                    wow                  N      
wao                  va                   wow                  N      
wao                  vb                   wow                  N      
wao                  vc                   wow                  N      
wao                  vd                   wow                  N      
wao                  vf                   wow                  N      
wao                  vg                   wow                  N      
wao                  vi                   wow                  N      
wao                  vj                   wow                  N      
wao                  vl                   wow                  N      
wao                  vm                   wow                  N      
wao                  vo                   wow                  N      
wao                  vp                   wow                  N      
wao                  vr                   wow                  N      
wao                  vs                   wow                  N      
wao                  vt                   wow                  N      
wao                  vu                   wow                  N      
wao                  vv                   wow                  N      
wao                  w                    wow                  N      
wao                  wa                   wow                  N      
wao                  wab                  wow                  N      
wao                  wac                  wow                  N      
wao                  wad                  wow                  N      
wao                  wae                  wow                  N      
wao                  waf                  wow                  N      
wao                  wag                  wow                  N      
wao                  wah                  wow                  N      
wao                  wan                  wow                  N      
wao                  wap                  wow                  N      
wao                  war                  wow                  N      
wao                  was                  wow                  N      
wao                  wat                  wow                  N      
wao                  wav                  wow                  N      
wao                  waw                  wow                  N      
wao                  wax                  wow                  N      
wao                  way                  wow                  N      
wao                  wayao                wow                  N      
wao                  wb                   wow                  N      
wao                  wc                   wow                  N      
wao                  wd                   wow                  N      
wao                  we                   wow                  N      
wao                  wf                   wow                  N      
wao                  wg                   wow                  N      
wao                  wh                   wow                  N      
wao                  wi                   wow                  N      
wao                  wk                   wow                  N      
wao                  wl                   wow                  N      
wao                  wm                   wow                  N      
wao                  wo                   wow                  N      
wao                  wr                   wow                  N      
wao                  ws                   wow                  N      
wao                  wt                   wow                  N      
wao                  wu                   wow                  N      
wao                  wv                   wow                  N      
wao                  wy                   wow                  N      
wao                  x                    wow                  N      
wao                  xc                   wow                  N      
wao                  xd                   wow                  N      
wao                  xi                   wow                  N      
wao                  xl                   wow                  N      
wao                  xp                   wow                  N      
wao                  xr                   wow                  N      
wao                  xs                   wow                  N      
wao                  xu                   wow                  N      
wao                  xv                   wow                  N      
wao                  xw                   wow                  N      
wao                  xx                   wow                  N      
wao                  y                    wow                  N      
wao                  ya                   wow                  N      
wao                  yao                  wow                  N      
wao                  yb                   wow                  N      
wao                  yd                   wow                  N      
wao                  ye                   wow                  N      
wao                  yi                   wow                  N      
wao                  ym                   wow                  N      
wao                  yn                   wow                  N      
wao                  yo                   wow                  N      
wao                  yr                   wow                  N      
wao                  ys                   wow                  N      
wao                  yt                   wow                  N      
wao                  z                    wow                  N      
wao                  za                   wow                  N      
wao                  zb                   wow                  N      
wao                  zn                   wow                  N      
wao                  zo                   wow                  N      
wao                  zr                   wow                  N      
wao                  zs                   wow                  N      
wao                  zx                   wow                  N      
wassabi              wasabi               wasabi               Y      
waterboarding        waterboarding        waterboarding        Y      
waz                  a                    was                  N      
waz                  aa                   was                  N      
waz                  ab                   was                  N      
waz                  ac                   was                  N      
waz                  ad                   was                  N      
waz                  ae                   was                  N      
waz                  af                   was                  N      
waz                  ag                   was                  N      
waz                  ah                   was                  N      
waz                  ai                   was                  N      
waz                  ak                   was                  N      
waz                  al                   was                  N      
waz                  am                   was                  N      
waz                  an                   was                  N      
waz                  ao                   was                  N      
waz                  ap                   was                  N      
waz                  aq                   was                  N      
waz                  ar                   was                  N      
waz                  as                   was                  N      
waz                  at                   was                  N      
waz                  au                   was                  N      
waz                  av                   was                  N      
waz                  aw                   was                  N      
waz                  ax                   was                  N      
waz                  ay                   was                  N      
waz                  az                   was                  N      
waz                  b                    was                  N      
waz                  ba                   was                  N      
waz                  bb                   was                  N      
waz                  bc                   was                  N      
waz                  bd                   was                  N      
waz                  be                   was                  N      
waz                  bf                   was                  N      
waz                  bg                   was                  N      
waz                  bi                   was                  N      
waz                  bk                   was                  N      
waz                  bl                   was                  N      
waz                  bm                   was                  N      
waz                  bn                   was                  N      
waz                  bo                   was                  N      
waz                  bp                   was                  N      
waz                  br                   was                  N      
waz                  bs                   was                  N      
waz                  bt                   was                  N      
waz                  bu                   was                  N      
waz                  bv                   was                  N      
waz                  bx                   was                  N      
waz                  by                   was                  N      
waz                  bz                   was                  N      
waz                  c                    was                  N      
waz                  ca                   was                  N      
waz                  cb                   was                  N      
waz                  cc                   was                  N      
waz                  cd                   was                  N      
waz                  ce                   was                  N      
waz                  cf                   was                  N      
waz                  cg                   was                  N      
waz                  ch                   was                  N      
waz                  ci                   was                  N      
waz                  ck                   was                  N      
waz                  cl                   was                  N      
waz                  cm                   was                  N      
waz                  co                   was                  N      
waz                  cp                   was                  N      
waz                  cq                   was                  N      
waz                  cr                   was                  N      
waz                  cs                   was                  N      
waz                  ct                   was                  N      
waz                  cu                   was                  N      
waz                  cv                   was                  N      
waz                  cw                   was                  N      
waz                  cy                   was                  N      
waz                  d                    was                  N      
waz                  da                   was                  N      
waz                  db                   was                  N      
waz                  dc                   was                  N      
waz                  dd                   was                  N      
waz                  de                   was                  N      
waz                  dg                   was                  N      
waz                  di                   was                  N      
waz                  dj                   was                  N      
waz                  dk                   was                  N      
waz                  dl                   was                  N      
waz                  dm                   was                  N      
waz                  dn                   was                  N      
waz                  do                   was                  N      
waz                  dp                   was                  N      
waz                  dr                   was                  N      
waz                  ds                   was                  N      
waz                  dt                   was                  N      
waz                  du                   was                  N      
waz                  dx                   was                  N      
waz                  dy                   was                  N      
waz                  dz                   was                  N      
waz                  e                    was                  N      
waz                  ea                   was                  N      
waz                  eb                   was                  N      
waz                  ec                   was                  N      
waz                  ed                   was                  N      
waz                  ee                   was                  N      
waz                  ef                   was                  N      
waz                  eg                   was                  N      
waz                  eh                   was                  N      
waz                  el                   was                  N      
waz                  em                   was                  N      
waz                  en                   was                  N      
waz                  eo                   was                  N      
waz                  ep                   was                  N      
waz                  eq                   was                  N      
waz                  er                   was                  N      
waz                  es                   was                  N      
waz                  et                   was                  N      
waz                  eu                   was                  N      
waz                  ev                   was                  N      
waz                  ew                   was                  N      
waz                  ex                   was                  N      
waz                  ey                   was                  N      
waz                  f                    was                  N      
waz                  fa                   was                  N      
waz                  fb                   was                  N      
waz                  fc                   was                  N      
waz                  fe                   was                  N      
waz                  ff                   was                  N      
waz                  fg                   was                  N      
waz                  fi                   was                  N      
waz                  fl                   was                  N      
waz                  fm                   was                  N      
waz                  fn                   was                  N      
waz                  fo                   was                  N      
waz                  fp                   was                  N      
waz                  fr                   was                  N      
waz                  fs                   was                  N      
waz                  ft                   was                  N      
waz                  fu                   was                  N      
waz                  fv                   was                  N      
waz                  fw                   was                  N      
waz                  fx                   was                  N      
waz                  fy                   was                  N      
waz                  fz                   was                  N      
waz                  g                    was                  N      
waz                  ga                   was                  N      
waz                  gaz                  was                  N      
waz                  gb                   was                  N      
waz                  gd                   was                  N      
waz                  ge                   was                  N      
waz                  gi                   was                  N      
waz                  gl                   was                  N      
waz                  gm                   was                  N      
waz                  gn                   was                  N      
waz                  go                   was                  N      
waz                  gp                   was                  N      
waz                  gr                   was                  N      
waz                  gs                   was                  N      
waz                  gt                   was                  N      
waz                  gu                   was                  N      
waz                  gv                   was                  N      
waz                  gw                   was                  N      
waz                  h                    was                  N      
waz                  ha                   was                  N      
waz                  hb                   was                  N      
waz                  hd                   was                  N      
waz                  he                   was                  N      
waz                  hf                   was                  N      
waz                  hg                   was                  N      
waz                  hi                   was                  N      
waz                  hl                   was                  N      
waz                  hm                   was                  N      
waz                  ho                   was                  N      
waz                  hp                   was                  N      
waz                  hq                   was                  N      
waz                  hr                   was                  N      
waz                  hs                   was                  N      
waz                  ht                   was                  N      
waz                  hu                   was                  N      
waz                  hv                   was                  N      
waz                  hw                   was                  N      
waz                  hy                   was                  N      
waz                  hz                   was                  N      
waz                  i                    was                  N      
waz                  ia                   was                  N      
waz                  ib                   was                  N      
waz                  ic                   was                  N      
waz                  id                   was                  N      
waz                  ie                   was                  N      
waz                  if                   was                  N      
waz                  ii                   was                  N      
waz                  ik                   was                  N      
waz                  il                   was                  N      
waz                  im                   was                  N      
waz                  in                   was                  N      
waz                  io                   was                  N      
waz                  ip                   was                  N      
waz                  iq                   was                  N      
waz                  ir                   was                  N      
waz                  is                   was                  N      
waz                  it                   was                  N      
waz                  iu                   was                  N      
waz                  iv                   was                  N      
waz                  iw                   was                  N      
waz                  ix                   was                  N      
waz                  j                    was                  N      
waz                  ja                   was                  N      
waz                  jg                   was                  N      
waz                  ji                   was                  N      
waz                  jo                   was                  N      
waz                  jr                   was                  N      
waz                  js                   was                  N      
waz                  jt                   was                  N      
waz                  ju                   was                  N      
waz                  k                    was                  N      
waz                  ka                   was                  N      
waz                  kb                   was                  N      
waz                  kc                   was                  N      
waz                  kg                   was                  N      
waz                  ki                   was                  N      
waz                  kl                   was                  N      
waz                  km                   was                  N      
waz                  kn                   was                  N      
waz                  ko                   was                  N      
waz                  kr                   was                  N      
waz                  ks                   was                  N      
waz                  kt                   was                  N      
waz                  ku                   was                  N      
waz                  kv                   was                  N      
waz                  kw                   was                  N      
waz                  ky                   was                  N      
waz                  l                    was                  N      
waz                  la                   was                  N      
waz                  laz                  was                  N      
waz                  lb                   was                  N      
waz                  lc                   was                  N      
waz                  ld                   was                  N      
waz                  le                   was                  N      
waz                  lf                   was                  N      
waz                  lg                   was                  N      
waz                  lh                   was                  N      
waz                  li                   was                  N      
waz                  ll                   was                  N      
waz                  lm                   was                  N      
waz                  ln                   was                  N      
waz                  lo                   was                  N      
waz                  lp                   was                  N      
waz                  lr                   was                  N      
